company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes,email,branch_id,profile_url,rightmove_company_id
Fenn Wright,,"20 , 
Duke Street,, 
Chelmsford,, 
CM1 1HL",CM1 1HL,01246 948443,https://www.fennwright.co.uk/reviews/,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:61865; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Chelmsford-61865.html; sales:Yes; lettings:No; phones:01246 948443,,61865,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Chelmsford-61865.html,1908
Fenn Wright,,"146 High Street, 
Colchester, 
CO1 1PW",CO1 1PW,01206 581842,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:6389; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Colchester-6389.html; sales:No; lettings:Yes; phones:01206 581842,,6389,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Colchester-6389.html,1908
Fenn Wright,,"146 High Street,, 
Colchester,, 
CO1 1PW",CO1 1PW,01206 586120,https://www.fennwright.co.uk/reviews/,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:105640; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Colchester-105640.html; sales:Yes; lettings:No; phones:01206 586120,,105640,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Colchester-105640.html,1908
Fenn Wright,,"882 Colchester Business Park, 
The Crescent,, 
Colchester Business Park,, 
Colchester,, 
CO4 9YQ",CO4 9YQ,01206 586132,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester Business Park Commercial Sales & Lettings,Rightmove Essex directory,branch_id:181355; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Colchester-Business-Park-Commercial-Sales-and-Lettings-181355.html; sales:Yes; lettings:Yes; phones:01206 586132; 01206 586133,,181355,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Colchester-Business-Park-Commercial-Sales-and-Lettings-181355.html,29836
Fenn Wright,,"2 Station Road,, 
Manningtree,, 
CO11 1AA",CO11 1AA,01206 586079,https://www.fennwright.co.uk/reviews/,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Manningtree,Rightmove Essex directory,branch_id:101537; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Manningtree-101537.html; sales:Yes; lettings:No; phones:01206 586079,,101537,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Manningtree-101537.html,1908
Fenn Wright,,"2 Station Rd Manningtree,, 
Essex CO11 1AA,",CO11 1AA,01206 583691,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Manningtree,Rightmove Essex directory,branch_id:94282; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Manningtree-94282.html; sales:No; lettings:Yes; phones:01206 583691,,94282,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Manningtree-94282.html,1908
Fenn Wright,,"1 Tollgate East, Stanway, Colchester, Essex, CO3 8RQ.,",CO3 8RQ,01209 704570,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,"Rural, Water & Leisure",Rightmove Essex directory,branch_id:265469; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Rural-Water-and-Leisure-265469.html; sales:Yes; lettings:Yes; phones:01200 406613; 01209 704570,,265469,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Rural-Water-and-Leisure-265469.html,29836
Fenn Wright,,"20 Duke Street, 
Chelmsford, 
Essex, 
CM1 1HL,",CM1 1HL,01245 945821,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,South Essex Commercial Sales and Lettings,Rightmove Essex directory,branch_id:83479; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/South-Essex-Commercial-Sales-and-Lettings-83479.html; sales:Yes; lettings:Yes; phones:01245 945821; 01245 945823,,83479,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/South-Essex-Commercial-Sales-and-Lettings-83479.html,29836
Fenn Wright,,"1 Tollgate East,, 
Stanway,, 
Colchester,, 
CO3 8RQ",CO3 8RQ,01206 586109,https://www.fennwright.co.uk/reviews/,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Stanway,Rightmove Essex directory,branch_id:85808; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Stanway-85808.html; sales:Yes; lettings:No; phones:01206 586109,,85808,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Stanway-85808.html,1908
Fenn Wright,,"64 , 
Newland Street, 
Witham, 
CM8 1AH",CM8 1AH,01376 312449,https://www.fennwright.co.uk/reviews/,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Witham,Rightmove Essex directory,branch_id:6079; profile:https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Witham-6079.html; sales:Yes; lettings:No; phones:01376 312449,,6079,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Witham-6079.html,1908
Fentons Estate Agents,,"119 Connaught Avenue,, 
Frinton-On-Sea,, 
Essex,, 
CO13 9PS",CO13 9PS,01255 779810,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Frinton-on-Sea,Rightmove Essex directory,branch_id:299396; profile:https://www.rightmove.co.uk/estate-agents/agent/Fentons-Estate-Agents/Frinton-on-Sea-299396.html; sales:Yes; lettings:Yes; phones:01255 779810,,299396,https://www.rightmove.co.uk/estate-agents/agent/Fentons-Estate-Agents/Frinton-on-Sea-299396.html,98639
Fine & Country,,"99 London Road,, 
Colchester,, 
CO3 0NY",CO3 0NY,01206 586148,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:73752; profile:https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Colchester-73752.html; sales:Yes; lettings:No; phones:01206 586148,,73752,https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Colchester-73752.html,22988
Fine & Country,,"1st Floor,, 
101-135 Kings Road,, 
Brentwood,, 
Essex,, 
CM14 4DR",CM14 4DR,01246 387258,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Mid & South Essex,Rightmove Essex directory,branch_id:278483; profile:https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Mid-and-South-Essex-278483.html; sales:Yes; lettings:No; phones:01246 387258,,278483,https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Mid-and-South-Essex-278483.html,88922
Fisher Estates,,,,01206 585367,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:285809; profile:https://www.rightmove.co.uk/estate-agents/agent/Fisher-Estates/Colchester-285809.html; sales:Yes; lettings:Yes; phones:01206 585367; 01206 636440,,285809,https://www.rightmove.co.uk/estate-agents/agent/Fisher-Estates/Colchester-285809.html,92339
Fisks Ltd,,"146 , 
London Road, 
Benfleet, 
SS7 5SQ ,",SS7 5SQ,01268 203388,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Benfleet,Rightmove Essex directory,branch_id:4488; profile:https://www.rightmove.co.uk/estate-agents/agent/Fisks-Ltd/Benfleet-4488.html; sales:Yes; lettings:Yes; phones:01268 203388; 01268 203876,,4488,https://www.rightmove.co.uk/estate-agents/agent/Fisks-Ltd/Benfleet-4488.html,1411
Fisks Ltd,,"85 , 
Furtherwick Road, 
Canvey Island, 
SS8 7AY ,",SS8 7AY,01268 203398,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Canvey Island,Rightmove Essex directory,branch_id:4490; profile:https://www.rightmove.co.uk/estate-agents/agent/Fisks-Ltd/Canvey-Island-4490.html; sales:Yes; lettings:No; phones:01268 203398,,4490,https://www.rightmove.co.uk/estate-agents/agent/Fisks-Ltd/Canvey-Island-4490.html,1411
Florence and Belles,,Essex,,01277 284410,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Covering Essex,Rightmove Essex directory,branch_id:301004; profile:https://www.rightmove.co.uk/estate-agents/agent/Florence-and-Belles/Covering-Essex-301004.html; sales:Yes; lettings:No; phones:01277 284410,,301004,https://www.rightmove.co.uk/estate-agents/agent/Florence-and-Belles/Covering-Essex-301004.html,99404
Fortune & Coates,,"Unit 16 Greenway Business Centre,, 
Harlow Business Park,, 
Essex,, 
CM19 5QE",CM19 5QE,01279 976912,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Harlow,Rightmove Essex directory,branch_id:79677; profile:https://www.rightmove.co.uk/estate-agents/agent/Fortune-and-Coates/Harlow-79677.html; sales:Yes; lettings:No; phones:01279 976912,,79677,https://www.rightmove.co.uk/estate-agents/agent/Fortune-and-Coates/Harlow-79677.html,25566
Foxes Abode,,"Office 4,, 
5 Horndon Industrial Park, 
West Horndon, 
Brentwood, 
CM13 3XL",CM13 3XL,020 4634 1486,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Dagenham,Rightmove Essex directory,branch_id:298622; profile:https://www.rightmove.co.uk/estate-agents/agent/Foxes-Abode/Dagenham-298622.html; sales:Yes; lettings:Yes; phones:020 3823 6603; 020 4634 1486,,298622,https://www.rightmove.co.uk/estate-agents/agent/Foxes-Abode/Dagenham-298622.html,98327
Friend & Farrelly,,"1 , 
Valley Hill, 
Loughton, 
IG10 3AE",IG10 3AE,020 3195 0850,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Loughton,Rightmove Essex directory,branch_id:88775; profile:https://www.rightmove.co.uk/estate-agents/agent/Friend-and-Farrelly/Loughton-88775.html; sales:Yes; lettings:Yes; phones:020 3195 0849; 020 3195 0850,,88775,https://www.rightmove.co.uk/estate-agents/agent/Friend-and-Farrelly/Loughton-88775.html,34286
Future Let,,"52  Market Street,, 
Harlow,, 
CM17 0AQ",CM17 0AQ,01279 594633,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Harlow,Rightmove Essex directory,branch_id:24587; profile:https://www.rightmove.co.uk/estate-agents/agent/Future-Let/Harlow-24587.html; sales:No; lettings:Yes; phones:01279 594633,,24587,https://www.rightmove.co.uk/estate-agents/agent/Future-Let/Harlow-24587.html,10223
Future Property Sales,,"52 Market Street,, 
Harlow,, 
CM17 0AQ",CM17 0AQ,01279 598037,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Harlow,Rightmove Essex directory,branch_id:147677; profile:https://www.rightmove.co.uk/estate-agents/agent/Future-Property-Sales/Harlow-147677.html; sales:Yes; lettings:No; phones:01279 598037,,147677,https://www.rightmove.co.uk/estate-agents/agent/Future-Property-Sales/Harlow-147677.html,10223
GBP Estates,,"35 Victoria Road,, 
Romford,, 
RM1 2LH",RM1 2LH,01708 504455,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford,Rightmove Essex directory,branch_id:42510; profile:https://www.rightmove.co.uk/estate-agents/agent/GBP-Estates/Romford-42510.html; sales:Yes; lettings:Yes; phones:01708 504455,,42510,https://www.rightmove.co.uk/estate-agents/agent/GBP-Estates/Romford-42510.html,12675
Gallant Richardson,,"5 Culver Street West,, 
Colchester,, 
CO1 1JG",CO1 1JG,01206 586090,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:138746; profile:https://www.rightmove.co.uk/estate-agents/agent/Gallant-Richardson/Colchester-138746.html; sales:Yes; lettings:No; phones:01206 586090,,138746,https://www.rightmove.co.uk/estate-agents/agent/Gallant-Richardson/Colchester-138746.html,3726
Gallant Richardson,,"5 Culver Street West,, 
Colchester,, 
CO1 1JG",CO1 1JG,01206 586071,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:10591; profile:https://www.rightmove.co.uk/estate-agents/agent/Gallant-Richardson/Colchester-10591.html; sales:No; lettings:Yes; phones:01206 586071,,10591,https://www.rightmove.co.uk/estate-agents/agent/Gallant-Richardson/Colchester-10591.html,3726
Game Estate Agents,,"41a High Street , 
West Mersea , 
Essex , 
CO5 8QA",CO5 8QA,01206 586072,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,West Mersea,Rightmove Essex directory,branch_id:23939; profile:https://www.rightmove.co.uk/estate-agents/agent/Game-Estate-Agents/West-Mersea-23939.html; sales:Yes; lettings:No; phones:01206 586072,,23939,https://www.rightmove.co.uk/estate-agents/agent/Game-Estate-Agents/West-Mersea-23939.html,22667
Gates Parish,,"32 Station Road, 
Upminster, 
RM14 2TX",RM14 2TX,01749 706358,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Upminster,Rightmove Essex directory,branch_id:250106; profile:https://www.rightmove.co.uk/estate-agents/agent/Gates-Parish/Upminster-250106.html; sales:Yes; lettings:Yes; phones:01749 706358; 01751 200591,,250106,https://www.rightmove.co.uk/estate-agents/agent/Gates-Parish/Upminster-250106.html,66986
Gateway,,"Gateway House, 10  Coopers Way,, 
Southend-On-Sea,, 
SS2 5TE",SS2 5TE,01702 967688,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend,Rightmove Essex directory,branch_id:114283; profile:https://www.rightmove.co.uk/estate-agents/agent/Gateway/Southend-114283.html; sales:Yes; lettings:Yes; phones:01702 967502; 01702 967688,,114283,https://www.rightmove.co.uk/estate-agents/agent/Gateway/Southend-114283.html,76487
Gateway Residential Sales & Lettings Ltd,,"Gateway House Freeport Office Village,, 
Century Drive,, 
Braintree,, 
CM77 8YG",CM77 8YG,01376 297105,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Braintree,Rightmove Essex directory,branch_id:272099; profile:https://www.rightmove.co.uk/estate-agents/agent/Gateway-Residential-Sales-and-Lettings-Ltd/Braintree-272099.html; sales:Yes; lettings:Yes; phones:01371 707826; 01376 297105,,272099,https://www.rightmove.co.uk/estate-agents/agent/Gateway-Residential-Sales-and-Lettings-Ltd/Braintree-272099.html,85979
Geoffrey Matthew Estates,,"The Gables,, 
1 Fore Street,, 
Old Harlow,, 
Essex,, 
CM17 0AA",CM17 0AA,01279 594640,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Old Harlow,Rightmove Essex directory,branch_id:10576; profile:https://www.rightmove.co.uk/estate-agents/agent/Geoffrey-Matthew-Estates/Old-Harlow-10576.html; sales:Yes; lettings:Yes; phones:01279 594640; 01279 594643,,10576,https://www.rightmove.co.uk/estate-agents/agent/Geoffrey-Matthew-Estates/Old-Harlow-10576.html,3720
George Homes,,"12-14 Berry's Arcade,, 
High Street,, 
Rayleigh,, 
SS6 7EF",SS6 7EF,01268 214286,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Rayleigh,Rightmove Essex directory,branch_id:149447; profile:https://www.rightmove.co.uk/estate-agents/agent/George-Homes/Rayleigh-149447.html; sales:Yes; lettings:No; phones:01268 214286,,149447,https://www.rightmove.co.uk/estate-agents/agent/George-Homes/Rayleigh-149447.html,47381
Gibson & Brennan,,"Suite 4, Sharp House, Crompton Road, SS14 3AY",SS14 3AY,01268 437987,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Basildon,Rightmove Essex directory,branch_id:244580; profile:https://www.rightmove.co.uk/estate-agents/agent/Gibson-and-Brennan/Basildon-244580.html; sales:Yes; lettings:Yes; phones:01268 437432; 01268 437987,,244580,https://www.rightmove.co.uk/estate-agents/agent/Gibson-and-Brennan/Basildon-244580.html,75260
Gilbert & Rose,,"1333 London Road,, 
Leigh-On-Sea,, 
SS9 2AD",SS9 2AD,01702 967150,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh-on-sea,Rightmove Essex directory,branch_id:209771; profile:https://www.rightmove.co.uk/estate-agents/agent/Gilbert-and-Rose/Leigh-on-sea-209771.html; sales:Yes; lettings:Yes; phones:01702 843308; 01702 967150,,209771,https://www.rightmove.co.uk/estate-agents/agent/Gilbert-and-Rose/Leigh-on-sea-209771.html,63893
Gilbert and Rose Commercial,,"1333-1335 London Road,, 
Leigh-On-Sea,, 
SS9 2AD",SS9 2AD,01702 887873,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex Commercial,Rightmove Essex directory,branch_id:258737; profile:https://www.rightmove.co.uk/estate-agents/agent/Gilbert-and-Rose-Commercial/Essex-Commercial-258737.html; sales:Yes; lettings:Yes; phones:01702 887873; 01702 967512,,258737,https://www.rightmove.co.uk/estate-agents/agent/Gilbert-and-Rose-Commercial/Essex-Commercial-258737.html,80342
Glenny,,"3 Argent Court, , 
Sylvan Way, , 
Southfields Business Park,, 
Basildon,, 
SS15 6TH",SS15 6TH,020 3856 8505,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:66660; profile:https://www.rightmove.co.uk/estate-agents/agent/Glenny/Essex-66660.html; sales:Yes; lettings:Yes; phones:020 3826 8324; 020 3856 8505,,66660,https://www.rightmove.co.uk/estate-agents/agent/Glenny/Essex-66660.html,17391
Goldings Estate Agents,,"137 The Broadway,, 
Southend-On-Sea,, 
SS1 3EX",SS1 3EX,01702 967462,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Thorpe Bay,Rightmove Essex directory,branch_id:214502; profile:https://www.rightmove.co.uk/estate-agents/agent/Goldings-Estate-Agents/Thorpe-Bay-214502.html; sales:Yes; lettings:No; phones:01702 967462,,214502,https://www.rightmove.co.uk/estate-agents/agent/Goldings-Estate-Agents/Thorpe-Bay-214502.html,65273
Goodmayes,,"High Road,, 
Ilford,, 
IG3 8RS",IG3 8RS,020 4538 8716,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:300101; profile:https://www.rightmove.co.uk/estate-agents/agent/Goodmayes/Ilford-300101.html; sales:No; lettings:Yes; phones:020 4538 8716,,300101,https://www.rightmove.co.uk/estate-agents/agent/Goodmayes/Ilford-300101.html,99041
Gower Dawes Estate Agent,,"17 Defoe Parade,, 
Chadwell St. Mary,, 
Grays,, 
RM16 4QR",RM16 4QR,01375 859999,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Grays,Rightmove Essex directory,branch_id:24365; profile:https://www.rightmove.co.uk/estate-agents/agent/Gower-Dawes-Estate-Agent/Grays-24365.html; sales:Yes; lettings:Yes; phones:01375 859999,,24365,https://www.rightmove.co.uk/estate-agents/agent/Gower-Dawes-Estate-Agent/Grays-24365.html,10118
Gracechurch Unique Homes,,"121 Brooker Road,, 
Waltham Abbey,, 
EN9 1JH",EN9 1JH,020 3838 0607,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:265598; profile:https://www.rightmove.co.uk/estate-agents/agent/Gracechurch-Unique-Homes/London-265598.html; sales:Yes; lettings:No; phones:020 3838 0607,,265598,https://www.rightmove.co.uk/estate-agents/agent/Gracechurch-Unique-Homes/London-265598.html,83018
Grainger,,"Abbeville Apartments, 
37 London Road,, 
Barking,, 
IG11 8FW",IG11 8FW,020 3974 1633,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Abbeville Apartments,Rightmove Essex directory,branch_id:205271; profile:https://www.rightmove.co.uk/estate-agents/agent/Grainger/Abbeville-Apartments-205271.html; sales:No; lettings:Yes; phones:020 3974 1633,,205271,https://www.rightmove.co.uk/estate-agents/agent/Grainger/Abbeville-Apartments-205271.html,57104
Grange Property Services Ltd,,"Darby Grange, Lynderswood Farm,, 
London Road,, 
Braintree,, 
CM77 8QN",CM77 8QN,01245 945534,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:184433; profile:https://www.rightmove.co.uk/estate-agents/agent/Grange-Property-Services-Ltd/Essex-184433.html; sales:Yes; lettings:Yes; phones:01245 945534; 01245 945548,,184433,https://www.rightmove.co.uk/estate-agents/agent/Grange-Property-Services-Ltd/Essex-184433.html,56723
Grant Allen Estate Agents,,"38 Orsett Road, 
Grays, 
RM17 5EB",RM17 5EB,01375 390029,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Grays,Rightmove Essex directory,branch_id:5904; profile:https://www.rightmove.co.uk/estate-agents/agent/Grant-Allen-Estate-Agents/Grays-5904.html; sales:Yes; lettings:Yes; phones:01375 390029,,5904,https://www.rightmove.co.uk/estate-agents/agent/Grant-Allen-Estate-Agents/Grays-5904.html,1802
Gray & Co,,"The Old Bakery High Street,, 
Great Bardfield,, 
CM7 4RF",CM7 4RF,01371 708210,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Great Bardfield,Rightmove Essex directory,branch_id:17328; profile:https://www.rightmove.co.uk/estate-agents/agent/Gray-and-Co/Great-Bardfield-17328.html; sales:Yes; lettings:Yes; phones:01371 708210; 01371 708212,,17328,https://www.rightmove.co.uk/estate-agents/agent/Gray-and-Co/Great-Bardfield-17328.html,5760
Green Lane Residential,,"551 Green Lane,, 
Ilford,, 
IG3 9RJ",IG3 9RJ,020 3617 6997,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:284588; profile:https://www.rightmove.co.uk/estate-agents/agent/Green-Lane-Residential/Ilford-284588.html; sales:Yes; lettings:No; phones:020 3617 6997,,284588,https://www.rightmove.co.uk/estate-agents/agent/Green-Lane-Residential/Ilford-284588.html,91694
Greenwood Property Consultants,,"87 Crouch Street,, 
Colchester,, 
CO3 3EZ",CO3 3EZ,01206 616820,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:225626; profile:https://www.rightmove.co.uk/estate-agents/agent/Greenwood-Property-Consultants/Colchester-225626.html; sales:Yes; lettings:Yes; phones:01206 586165; 01206 616820,,225626,https://www.rightmove.co.uk/estate-agents/agent/Greenwood-Property-Consultants/Colchester-225626.html,68897
Greystar,,"1 Barking Wharf Sq, , 
Barking,, 
IG11 7ZQ",IG11 7ZQ,020 4634 0063,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Momento Barking,Rightmove Essex directory,branch_id:294014; profile:https://www.rightmove.co.uk/estate-agents/agent/Greystar/Momento-Barking-294014.html; sales:No; lettings:Yes; phones:020 4634 0063,,294014,https://www.rightmove.co.uk/estate-agents/agent/Greystar/Momento-Barking-294014.html,52865
Griffin Residential Group,,"4-6 Queensgate Centre,, 
Orsett Road,, 
Grays,, 
RM17 5DF",RM17 5DF,01375 803720,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Covering Thurrock,Rightmove Essex directory,branch_id:17624; profile:https://www.rightmove.co.uk/estate-agents/agent/Griffin-Residential-Group/Covering-Thurrock-17624.html; sales:Yes; lettings:Yes; phones:01375 803720; 01375 803721,,17624,https://www.rightmove.co.uk/estate-agents/agent/Griffin-Residential-Group/Covering-Thurrock-17624.html,66986
Griffin Residential Group,,"4 The Parade,, 
Pitsea,, 
Basildon,, 
SS13 3BA",SS13 3BA,01268 203851,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Pitsea,Rightmove Essex directory,branch_id:247982; profile:https://www.rightmove.co.uk/estate-agents/agent/Griffin-Residential-Group/Pitsea-247982.html; sales:Yes; lettings:Yes; phones:01268 202342; 01268 203851,,247982,https://www.rightmove.co.uk/estate-agents/agent/Griffin-Residential-Group/Pitsea-247982.html,66986
Gyles & Rose,,"The North Colchester Business Centre,, 
340 The Crescent,, 
Colchester Business Park,, 
Colchester,, 
Essex,, 
CO4 9AD",CO4 9AD,01206 586104,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:78963; profile:https://www.rightmove.co.uk/estate-agents/agent/Gyles-and-Rose/Colchester-78963.html; sales:Yes; lettings:No; phones:01206 586104,,78963,https://www.rightmove.co.uk/estate-agents/agent/Gyles-and-Rose/Colchester-78963.html,25245
HBL Homes,,"Queen Court, , 
9-17 Eastern Road,, 
Romford,, 
RM1 3NH",RM1 3NH,01708 961938,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford,Rightmove Essex directory,branch_id:277733; profile:https://www.rightmove.co.uk/estate-agents/agent/HBL-Homes/Romford-277733.html; sales:Yes; lettings:Yes; phones:01708 205636; 01708 961938,,277733,https://www.rightmove.co.uk/estate-agents/agent/HBL-Homes/Romford-277733.html,88550
HOME Partnership,,"11 , 
Duke Street, 
Chelmsford, 
CM1 1HL ,",CM1 1HL,01245 945628,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:33575; profile:https://www.rightmove.co.uk/estate-agents/agent/HOME-Partnership/Chelmsford-33575.html; sales:Yes; lettings:Yes; phones:01245 945628; 01245 945831,,33575,https://www.rightmove.co.uk/estate-agents/agent/HOME-Partnership/Chelmsford-33575.html,12902
HOME Partnership,,"88 Moulsham Street,, 
Chelmsford,, 
CM2 0JF",CM2 0JF,01245 945820,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Old Moulsham,Rightmove Essex directory,branch_id:252341; profile:https://www.rightmove.co.uk/estate-agents/agent/HOME-Partnership/Old-Moulsham-252341.html; sales:Yes; lettings:No; phones:01245 945820,,252341,https://www.rightmove.co.uk/estate-agents/agent/HOME-Partnership/Old-Moulsham-252341.html,12902
