branch_id,company_name,branch_display_name,branch_town,postcode,phone,phones_found,website,emails_found,sales,lettings,profile_url,rightmove_company_id,registered_office_address
265469,Fenn Wright,"Fenn Wright, Rural, Water & Leisure","Rural, Water & Leisure",CO3 8RQ,01209 704570,01200 406613; 01209 704570,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Rural-Water-and-Leisure-265469.html,29836,"1 Tollgate East, Stanway, Colchester, Essex, CO3 8RQ.,"
83479,Fenn Wright,"Fenn Wright, South Essex Commercial Sales and Lettings",South Essex Commercial Sales and Lettings,CM1 1HL,01245 945821,01245 945821; 01245 945823,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/South-Essex-Commercial-Sales-and-Lettings-83479.html,29836,"20 Duke Street, 
Chelmsford, 
Essex, 
CM1 1HL,"
85808,Fenn Wright,"Fenn Wright, Stanway",Stanway,CO3 8RQ,01206 586109,01206 586109,https://www.fennwright.co.uk/reviews/,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Stanway-85808.html,1908,"1 Tollgate East,, 
Stanway,, 
Colchester,, 
CO3 8RQ"
6079,Fenn Wright,"Fenn Wright, Witham",Witham,CM8 1AH,01376 312449,01376 312449,https://www.fennwright.co.uk/reviews/,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Fenn-Wright/Witham-6079.html,1908,"64 , 
Newland Street, 
Witham, 
CM8 1AH"
299396,Fentons Estate Agents,"Fentons Estate Agents, Frinton-on-Sea",Frinton-on-Sea,CO13 9PS,01255 779810,01255 779810,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Fentons-Estate-Agents/Frinton-on-Sea-299396.html,98639,"119 Connaught Avenue,, 
Frinton-On-Sea,, 
Essex,, 
CO13 9PS"
73752,Fine & Country,"Fine & Country, Colchester",Colchester,CO3 0NY,01206 586148,01206 586148,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Colchester-73752.html,22988,"99 London Road,, 
Colchester,, 
CO3 0NY"
278483,Fine & Country,"Fine & Country, Mid & South Essex",Mid & South Essex,CM14 4DR,01246 387258,01246 387258,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Mid-and-South-Essex-278483.html,88922,"1st Floor,, 
101-135 Kings Road,, 
Brentwood,, 
Essex,, 
CM14 4DR"
285809,Fisher Estates,"Fisher Estates, Colchester",Colchester,,01206 585367,01206 585367; 01206 636440,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Fisher-Estates/Colchester-285809.html,92339,
4488,Fisks Ltd,"Fisks Ltd, Benfleet",Benfleet,SS7 5SQ,01268 203388,01268 203388; 01268 203876,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Fisks-Ltd/Benfleet-4488.html,1411,"146 , 
London Road, 
Benfleet, 
SS7 5SQ ,"
4490,Fisks Ltd,"Fisks Ltd, Canvey Island",Canvey Island,SS8 7AY,01268 203398,01268 203398,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Fisks-Ltd/Canvey-Island-4490.html,1411,"85 , 
Furtherwick Road, 
Canvey Island, 
SS8 7AY ,"
301004,Florence and Belles,"Florence and Belles, Covering Essex",Covering Essex,,01277 284410,01277 284410,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Florence-and-Belles/Covering-Essex-301004.html,99404,Essex
79677,Fortune & Coates,"Fortune & Coates, Harlow",Harlow,CM19 5QE,01279 976912,01279 976912,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Fortune-and-Coates/Harlow-79677.html,25566,"Unit 16 Greenway Business Centre,, 
Harlow Business Park,, 
Essex,, 
CM19 5QE"
298622,Foxes Abode,"Foxes Abode, Dagenham",Dagenham,CM13 3XL,020 4634 1486,020 3823 6603; 020 4634 1486,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Foxes-Abode/Dagenham-298622.html,98327,"Office 4,, 
5 Horndon Industrial Park, 
West Horndon, 
Brentwood, 
CM13 3XL"
88775,Friend & Farrelly,"Friend & Farrelly, Loughton",Loughton,IG10 3AE,020 3195 0850,020 3195 0849; 020 3195 0850,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Friend-and-Farrelly/Loughton-88775.html,34286,"1 , 
Valley Hill, 
Loughton, 
IG10 3AE"
24587,Future Let,"Future Let, Harlow",Harlow,CM17 0AQ,01279 594633,01279 594633,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Future-Let/Harlow-24587.html,10223,"52  Market Street,, 
Harlow,, 
CM17 0AQ"
147677,Future Property Sales,"Future Property Sales, Harlow",Harlow,CM17 0AQ,01279 598037,01279 598037,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Future-Property-Sales/Harlow-147677.html,10223,"52 Market Street,, 
Harlow,, 
CM17 0AQ"
42510,GBP Estates,"GBP Estates, Romford",Romford,RM1 2LH,01708 504455,01708 504455,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/GBP-Estates/Romford-42510.html,12675,"35 Victoria Road,, 
Romford,, 
RM1 2LH"
138746,Gallant Richardson,"Gallant Richardson, Colchester",Colchester,CO1 1JG,01206 586090,01206 586090,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Gallant-Richardson/Colchester-138746.html,3726,"5 Culver Street West,, 
Colchester,, 
CO1 1JG"
10591,Gallant Richardson,"Gallant Richardson, Colchester",Colchester,CO1 1JG,01206 586071,01206 586071,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gallant-Richardson/Colchester-10591.html,3726,"5 Culver Street West,, 
Colchester,, 
CO1 1JG"
23939,Game Estate Agents,"Game Estate Agents, West Mersea",West Mersea,CO5 8QA,01206 586072,01206 586072,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Game-Estate-Agents/West-Mersea-23939.html,22667,"41a High Street , 
West Mersea , 
Essex , 
CO5 8QA"
250106,Gates Parish,"Gates Parish, Upminster",Upminster,RM14 2TX,01749 706358,01749 706358; 01751 200591,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gates-Parish/Upminster-250106.html,66986,"32 Station Road, 
Upminster, 
RM14 2TX"
114283,Gateway,"Gateway, Southend",Southend,SS2 5TE,01702 967688,01702 967502; 01702 967688,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gateway/Southend-114283.html,76487,"Gateway House, 10  Coopers Way,, 
Southend-On-Sea,, 
SS2 5TE"
272099,Gateway Residential Sales & Lettings Ltd,"Gateway Residential Sales & Lettings Ltd, Braintree",Braintree,CM77 8YG,01376 297105,01371 707826; 01376 297105,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gateway-Residential-Sales-and-Lettings-Ltd/Braintree-272099.html,85979,"Gateway House Freeport Office Village,, 
Century Drive,, 
Braintree,, 
CM77 8YG"
10576,Geoffrey Matthew Estates,"Geoffrey Matthew Estates, Old Harlow",Old Harlow,CM17 0AA,01279 594640,01279 594640; 01279 594643,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Geoffrey-Matthew-Estates/Old-Harlow-10576.html,3720,"The Gables,, 
1 Fore Street,, 
Old Harlow,, 
Essex,, 
CM17 0AA"
149447,George Homes,"George Homes, Rayleigh",Rayleigh,SS6 7EF,01268 214286,01268 214286,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/George-Homes/Rayleigh-149447.html,47381,"12-14 Berry's Arcade,, 
High Street,, 
Rayleigh,, 
SS6 7EF"
244580,Gibson & Brennan,"Gibson & Brennan, Basildon",Basildon,SS14 3AY,01268 437987,01268 437432; 01268 437987,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gibson-and-Brennan/Basildon-244580.html,75260,"Suite 4, Sharp House, Crompton Road, SS14 3AY"
209771,Gilbert & Rose,"Gilbert & Rose, Leigh-on-sea",Leigh-on-sea,SS9 2AD,01702 967150,01702 843308; 01702 967150,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gilbert-and-Rose/Leigh-on-sea-209771.html,63893,"1333 London Road,, 
Leigh-On-Sea,, 
SS9 2AD"
258737,Gilbert and Rose Commercial,"Gilbert and Rose Commercial, Essex Commercial",Essex Commercial,SS9 2AD,01702 887873,01702 887873; 01702 967512,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gilbert-and-Rose-Commercial/Essex-Commercial-258737.html,80342,"1333-1335 London Road,, 
Leigh-On-Sea,, 
SS9 2AD"
66660,Glenny,"Glenny, Essex",Essex,SS15 6TH,020 3856 8505,020 3826 8324; 020 3856 8505,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Glenny/Essex-66660.html,17391,"3 Argent Court, , 
Sylvan Way, , 
Southfields Business Park,, 
Basildon,, 
SS15 6TH"
214502,Goldings Estate Agents,"Goldings Estate Agents, Thorpe Bay",Thorpe Bay,SS1 3EX,01702 967462,01702 967462,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Goldings-Estate-Agents/Thorpe-Bay-214502.html,65273,"137 The Broadway,, 
Southend-On-Sea,, 
SS1 3EX"
300101,Goodmayes,"Goodmayes, Ilford",Ilford,IG3 8RS,020 4538 8716,020 4538 8716,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Goodmayes/Ilford-300101.html,99041,"High Road,, 
Ilford,, 
IG3 8RS"
24365,Gower Dawes Estate Agent,"Gower Dawes Estate Agent, Grays",Grays,RM16 4QR,01375 859999,01375 859999,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gower-Dawes-Estate-Agent/Grays-24365.html,10118,"17 Defoe Parade,, 
Chadwell St. Mary,, 
Grays,, 
RM16 4QR"
265598,Gracechurch Unique Homes,"Gracechurch Unique Homes, London",London,EN9 1JH,020 3838 0607,020 3838 0607,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Gracechurch-Unique-Homes/London-265598.html,83018,"121 Brooker Road,, 
Waltham Abbey,, 
EN9 1JH"
205271,Grainger,"Grainger, Abbeville Apartments",Abbeville Apartments,IG11 8FW,020 3974 1633,020 3974 1633,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Grainger/Abbeville-Apartments-205271.html,57104,"Abbeville Apartments, 
37 London Road,, 
Barking,, 
IG11 8FW"
184433,Grange Property Services Ltd,"Grange Property Services Ltd, Essex",Essex,CM77 8QN,01245 945534,01245 945534; 01245 945548,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Grange-Property-Services-Ltd/Essex-184433.html,56723,"Darby Grange, Lynderswood Farm,, 
London Road,, 
Braintree,, 
CM77 8QN"
5904,Grant Allen Estate Agents,"Grant Allen Estate Agents, Grays",Grays,RM17 5EB,01375 390029,01375 390029,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Grant-Allen-Estate-Agents/Grays-5904.html,1802,"38 Orsett Road, 
Grays, 
RM17 5EB"
17328,Gray & Co,"Gray & Co, Great Bardfield",Great Bardfield,CM7 4RF,01371 708210,01371 708210; 01371 708212,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Gray-and-Co/Great-Bardfield-17328.html,5760,"The Old Bakery High Street,, 
Great Bardfield,, 
CM7 4RF"
284588,Green Lane Residential,"Green Lane Residential, Ilford",Ilford,IG3 9RJ,020 3617 6997,020 3617 6997,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Green-Lane-Residential/Ilford-284588.html,91694,"551 Green Lane,, 
Ilford,, 
IG3 9RJ"
225626,Greenwood Property Consultants,"Greenwood Property Consultants, Colchester",Colchester,CO3 3EZ,01206 616820,01206 586165; 01206 616820,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Greenwood-Property-Consultants/Colchester-225626.html,68897,"87 Crouch Street,, 
Colchester,, 
CO3 3EZ"
294014,Greystar,"Greystar, Momento Barking",Momento Barking,IG11 7ZQ,020 4634 0063,020 4634 0063,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Greystar/Momento-Barking-294014.html,52865,"1 Barking Wharf Sq, , 
Barking,, 
IG11 7ZQ"
258425,Griffin Group Commercial,"Griffin Group Commercial, Essex",Essex,RM15 5EH,,,https://griffingroup.co.uk,677lnh@griffingroup.co.ukcommercial,No,No,https://www.rightmove.co.uk/estate-agents/agent/Griffin-Group-Commercial/Essex-258425.html,80183,"107 Daiglen Dr,, 
South Ockendon , 
RM15 5EH"
17624,Griffin Residential Group,"Griffin Residential Group, Covering Thurrock",Covering Thurrock,RM17 5DF,01375 803720,01375 803720; 01375 803721,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Griffin-Residential-Group/Covering-Thurrock-17624.html,66986,"4-6 Queensgate Centre,, 
Orsett Road,, 
Grays,, 
RM17 5DF"
247982,Griffin Residential Group,"Griffin Residential Group, Pitsea",Pitsea,SS13 3BA,01268 203851,01268 202342; 01268 203851,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Griffin-Residential-Group/Pitsea-247982.html,66986,"4 The Parade,, 
Pitsea,, 
Basildon,, 
SS13 3BA"
78963,Gyles & Rose,"Gyles & Rose, Colchester",Colchester,CO4 9AD,01206 586104,01206 586104,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Gyles-and-Rose/Colchester-78963.html,25245,"The North Colchester Business Centre,, 
340 The Crescent,, 
Colchester Business Park,, 
Colchester,, 
Essex,, 
CO4 9AD"
277733,HBL Homes,"HBL Homes, Romford",Romford,RM1 3NH,01708 961938,01708 205636; 01708 961938,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/HBL-Homes/Romford-277733.html,88550,"Queen Court, , 
9-17 Eastern Road,, 
Romford,, 
RM1 3NH"
33575,HOME Partnership,"HOME Partnership, Chelmsford",Chelmsford,CM1 1HL,01245 945628,01245 945628; 01245 945831,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/HOME-Partnership/Chelmsford-33575.html,12902,"11 , 
Duke Street, 
Chelmsford, 
CM1 1HL ,"
252341,HOME Partnership,"HOME Partnership, Old Moulsham",Old Moulsham,CM2 0JF,01245 945820,01245 945820,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/HOME-Partnership/Old-Moulsham-252341.html,12902,"88 Moulsham Street,, 
Chelmsford,, 
CM2 0JF"
83806,HS Estate Agents,"HS Estate Agents, Brentwood",Brentwood,CM14 4DR,01277 674530,01277 674530; 01277 674809,https://hs-estateagents.co.uk,sale@hs-estateagents.co.uk; lettings@hs-estateagents.co.uk; sales@hsestateagents.co.uk,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/HS-Estate-Agents/Brentwood-83806.html,29953,"137, 
Kings Road, 
Brentwood, 
CM14 4DR"
193013,Hair & Son,"Hair & Son, Commercial",Commercial,SS1 1PJ,01702 967505,01702 967505; 01702 967867,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Commercial-193013.html,58979,"200 London Road,, 
Westcliff-On-Sea,, 
SS1 1PJ"
12073,Hair & Son,"Hair & Son, Rayleigh",Rayleigh,SS6 7EG,01268 774316,01268 385139; 01268 774316,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Rayleigh-12073.html,4843,"6 High Street,, 
Rayleigh,, 
SS6 7EG"
29237,Hair & Son,"Hair & Son, Southend-On-Sea",Southend-On-Sea,SS1 1PJ,01702 967787,01702 967054; 01702 967787,https://covered.www.hairandson.co.uk,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Southend-On-Sea-29237.html,4843,"186 London Road,, 
Southend-On-Sea,, 
SS1 1PJ"
107396,Hale Letting Limited,"Hale Letting Limited, Colchester",Colchester,CO7 7GP,01206 586157,01206 586157,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hale-Letting-Limited/Colchester-107396.html,40622,"3 Pavilion View, Elmstead, , 
Colchester,, 
CO7 7GP"
225644,Halls Properties,"Halls Properties, Great Baddow",Great Baddow,CM2 7JA,01708 875088,01708 875088,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Halls-Properties/Great-Baddow-225644.html,68906,"47 Church Street,, 
Great Baddow,, 
Chelmsford,, 
CM2 7JA"
135584,Hamilton Piers,"Hamilton Piers, Chelmsford",Chelmsford,CM1 6NF,01245 945782,01245 945782,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Hamilton-Piers/Chelmsford-135584.html,325,"4 Torquay Road,, 
Springfield,, 
Chelmsford,, 
CM1 6NF"
2515,Hamilton Piers,"Hamilton Piers, Great Notley Garden Village",Great Notley Garden Village,CM77 7AE,01376 312447,01376 312447; 01376 315820,https://yell.com,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hamilton-Piers/Great-Notley-Garden-Village-2515.html,325,"Hamilton Piers,, 
Panners Parade,, 
Great Notley,, 
Essex, 
CM77 7AE"
232301,Hammond & Smith,"Hammond & Smith, Epping",Epping,,01992 919007,01992 919007,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hammond-and-Smith/Epping-232301.html,70943,"Epping,, 
CM16"
291080,Harding's,"Harding's, Brentwood",Brentwood,CM14 4DB,01277 674561,01277 674561,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hardings/Brentwood-291080.html,33701,"1 St. Thomas Road,, 
Brentwood,, 
CM14 4DB"
121081,Hardy-King Estate Agents,"Hardy-King Estate Agents, Tiptree",Tiptree,CO5 0HB,01621 731218,01621 731218,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Hardy-King-Estate-Agents/Tiptree-121081.html,43696,"3 Ketleys Place, 
Church Road, 
Tiptree, 
CO5 0HB"
255371,Harris + Wood,"Harris + Wood, Chesterwell",Chesterwell,CO4 6AZ,01206 636476,01206 636476,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Chesterwell-255371.html,54077,"Unit 10 Chesterwell House Cordelia Drive,, 
Colchester,, 
CO4 6AZ"
285329,Harris + Wood,"Harris + Wood, Colchester",Colchester,CO1 1JJ,01202 144451,01202 144451,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Colchester-285329.html,54077,"25 Sir Isaacs Walk,, 
Colchester,, 
CO1 1JJ"
173663,Harris + Wood,"Harris + Wood, Colchester",Colchester,CO1 1JJ,01206 586125,01206 586125,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Colchester-173663.html,54077,"25 Sir Isaacs Walk,, 
Colchester,, 
CO1 1JJ"
300728,Harris + Wood,"Harris + Wood, Tendring",Tendring,CO15 4BP,01255 442624,01255 442624,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Tendring-300728.html,54077,"12a St. Johns Road,, 
Clacton-On-Sea,, 
CO15 4BP"
300926,Harris + Wood,"Harris + Wood, Tendring",Tendring,CO15 4BP,01255 441580,01255 441580,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Tendring-300926.html,54077,"12a St. Johns Road,, 
Clacton-On-Sea,, 
CO15 4BP"
229148,Harris + Wood,"Harris + Wood, Witham",Witham,CM8 1AH,01376 315809,01376 315809,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Witham-229148.html,54077,"66a Newland Street,, 
Witham,, 
CM8 1AH"
285332,Harris + Wood,"Harris + Wood, Witham",Witham,CM8 1AH,01372 233945,01372 233945,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Witham-285332.html,54077,"66a Newland Street,, 
Witham,, 
CM8 1AH"
8210,Harwich Village Homes,"Harwich Village Homes, Harwich",Harwich,CO12 3PJ,01255 442116,01255 442065; 01255 442116,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Harwich-Village-Homes/Harwich-8210.html,2811,"Tower House, , 
300 Main Road,, 
Harwich,, 
CO12 3PJ"
254153,Hawk & Eagle Property Consultants,"Hawk & Eagle Property Consultants, London",London,IG5 0LQ,020 3835 2709,020 3375 1232; 020 3835 2709,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hawk-and-Eagle-Property-Consultants/London-254153.html,78527,"1 Claybury Broadway, Ilford, , 
Essex, , 
IG5 0LQ"
62291,Haylock Investment Management Services,"Haylock Investment Management Services, Halstead",Halstead,CO9 1HU,01787 322353,01787 322353,https://hims.uk.com,rent@hims.uk.com.HIMS; rent@hims.uk.com,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Haylock-Investment-Management-Services/Halstead-62291.html,24326,"7 Bridge Street,, 
Halstead,, 
CO9 1HU"
73814,Heale Property Management,"Heale Property Management, Canvey Island",Canvey Island,SS8 7RE,01268 515121,01268 515121,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Heale-Property-Management/Canvey-Island-73814.html,28997,"87 High Street,, 
Canvey Island,, 
SS8 7RE"
266633,Heimstaden UK Ltd,"Heimstaden UK Ltd, Ewing House",Ewing House,CM14 4EQ,01277 674397,01277 674397,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Heimstaden-UK-Ltd/Ewing-House-266633.html,78839,"130 Kings Road,, 
Brentwood,, 
CM14 4EQ"
293117,Hendricks Estate Agents,"Hendricks Estate Agents, Southend-On-Sea",Southend-On-Sea,SS9 3NH,01702 662320,01702 662320,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hendricks-Estate-Agents/Southend-On-Sea-293117.html,95924,"812a London Rd, , 
Leigh-on-Sea, , 
SS9 3NH"
141971,Henton Kirkman Residential,"Henton Kirkman Residential, Billericay",Billericay,CM12 9AB,01277 674669,01277 674669,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Henton-Kirkman-Residential/Billericay-141971.html,44885,"The Horseshoes,, 
137A High Street,, 
Billericay,, 
CM12 9AB"
146933,Henton Kirkman Residential,"Henton Kirkman Residential, Billericay",Billericay,CM12 9AB,01277 674600,01277 674600,https://hentonkirkman.co.uk,lettings@hentonkirkman.co.uk,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Henton-Kirkman-Residential/Billericay-146933.html,44885,"The Horseshoes,, 
137A High Street,, 
Billericay,, 
CM12 9AB"
68743,Heritage,"Heritage, Coggeshall",Coggeshall,CO6 1TU,01376 315805,01376 315146; 01376 315805,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Heritage/Coggeshall-68743.html,25300,"3B Manchester House,, 
Church Street,, 
Coggeshall,, 
Essex,, 
CO6 1TU"
277784,Heritage,"Heritage, Covering North Essex and Suffolk",Covering North Essex and Suffolk,CO6 2PB,01787 322126,01787 322126,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Heritage/Covering-North-Essex-and-Suffolk-277784.html,25300,"54 High Street High Street,, 
Earls Colne,, 
CO6 2PB"
293285,Hibbert-Foy Property,"Hibbert-Foy Property, Maldon",Maldon,CM9 6SQ,01621 731470,01621 731470; 01621 733846,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hibbert-Foy-Property/Maldon-293285.html,96023,"High Trees , 
Maldon Hall Farm Spital Road,, 
Maldon,, 
CM9 6SQ"
184505,Hilbery Chaplin Residential,"Hilbery Chaplin Residential, Havering - Lettings",Havering - Lettings,RM1 3HQ,01708 207147,01708 207147,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Havering---Lettings-184505.html,3068,"86 Market Place, 
RM1 3HQ"
10529,Hilbery Chaplin Residential,"Hilbery Chaplin Residential, Havering - Sales",Havering - Sales,RM11 1QP,01708 206822,01708 206822,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Havering---Sales-10529.html,3068,"Hornchurch,, 
RM11 1QP"
17787,Hilbery Chaplin Residential,"Hilbery Chaplin Residential, Laindon",Laindon,SS15 6DQ,01268 983110,01268 983110,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Laindon-17787.html,3068,"Laindon,, 
Basildon,, 
SS15 6DQ"
9107,Hilbery Chaplin Residential,"Hilbery Chaplin Residential, Laindon",Laindon,SS15 6DQ,01268 202915,01268 202915,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Laindon-9107.html,3068,"Laindon,, 
Basildon,, 
SS15 6DQ"
10530,Hilbery Chaplin Residential,"Hilbery Chaplin Residential, Shenfield",Shenfield,CM15 8NR,01277 674274,01277 674274,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Shenfield-10530.html,3068,"Shenfield,, 
CM15 8NR"
184511,Hilbery Chaplin Residential,"Hilbery Chaplin Residential, Shenfield",Shenfield,CM15 8NR,01277 674711,01277 674711,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Shenfield-184511.html,3068,"Shenfield,, 
CM15 8NR"
152342,Hills Estate,"Hills Estate, Ilford",Ilford,IG1 4TD,020 3834 8551,020 3834 8551,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Hills-Estate/Ilford-152342.html,48188,"209 - 211 Cranbrook Road,, 
Ilford,, 
IG1 4TD"
47289,Holden Estate Agents,"Holden Estate Agents, Maldon",Maldon,CM9 5PE,01621 731471,01621 731471,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Holden-Estate-Agents/Maldon-47289.html,14502,"15 High Street,, 
Maldon,, 
CM9 5PE"
43614,Holdens Property Services,"Holdens Property Services, Ilford",Ilford,IG1 4PE,020 3909 4208,020 3909 4208,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Holdens-Property-Services/Ilford-43614.html,13167,"160-162 , 
Cranbrook Road, 
Ilford, 
IG1 4PE"
80375,Home,"Home, Leigh on sea",Leigh on sea,SS9 1AW,01702 967219,01702 967133; 01702 967219,https://service.Com,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Home/Leigh-on-sea-80375.html,31919,"26 Broadway, 
Leigh-On-Sea, 
ESSEX, 
SS9 1AW"
296159,Home Connect Estates,"Home Connect Estates, Barkingside",Barkingside,IG6 2AD,020 8629 1586,020 8629 1586,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Home-Connect-Estates/Barkingside-296159.html,97229,"59b High Street,, 
Barkingside,, 
Ilford,, 
IG6 2AD"
296642,Homechoice,"Homechoice, Ilford",Ilford,IG3 9UH,020 4634 5467,020 4634 2952; 020 4634 5467,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Homechoice/Ilford-296642.html,97442,"1 Goodmayes Road,, 
Ilford,, 
IG3 9UH"
15716,Homes & Co,"Homes & Co, South Woodford",South Woodford,CM77 8AL,020 3872 8384,020 3872 8384,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Homes-and-Co/South-Woodford-15716.html,6146,"Gleneagles, , 
Rectory Road, , 
Stisted, , 
Essex,, 
CM77 8AL"
267446,Homesale Solutions,"Homesale Solutions, Nationwide",Nationwide,,020 3948 3968,020 3948 3968,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Homesale-Solutions/Nationwide-267446.html,83969,Covering Nationwide
82716,Homewise,"Homewise, Covering Tendring District, Essex","Covering Tendring District, Essex",CO15 1SP,01903 947052,01903 947052,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Homewise/Covering-Tendring-District-Essex-82716.html,34472,CO15 1SP
